Comunidad Autónoma;Provincia;codigo_ine;ubicacion;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
Castilla y León;León;24119;Priaranza del Bierzo;29;<5;<5;<5;<5;8;11;<5;<5;<5;23;<5
Castilla y León;León;24120;Prioro;5;0;<5;<5;0;<5;0;<5;0;<5;<5;0
Castilla y León;León;24121;Puebla de Lillo;19;<5;<5;5;<5;<5;8;<5;0;<5;14;<5
Castilla y León;León;24122;Puente de Domingo Flórez;68;<5;10;14;<5;10;28;5;25;<5;31;<5
Castilla y León;León;24123;Quintana del Castillo;32;0;<5;14;0;6;10;<5;<5;<5;23;<5
Castilla y León;León;24124;Quintana del Marco;11;0;0;5;<5;<5;<5;<5;0;0;9;0
Castilla y León;León;24125;Quintana y Congosto;8;0;<5;<5;0;<5;<5;<5;0;<5;<5;0
Castilla y León;León;24127;Regueras de Arriba;11;0;<5;<5;0;<5;7;<5;<5;0;7;<5
Castilla y León;León;24129;Reyero;<5;<5;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;León;24130;Riaño;8;0;0;<5;0;<5;<5;0;0;0;8;0
Castilla y León;León;24131;Riego de la Vega;36;<5;<5;13;<5;<5;9;0;<5;<5;23;7
Castilla y León;León;24132;Riello;15;0;0;8;0;<5;<5;<5;0;<5;13;0
Castilla y León;León;24133;Rioseco de Tapia;15;<5;<5;6;<5;<5;<5;0;<5;<5;8;5
Castilla y León;León;24134;Robla, La;183;6;18;37;8;29;85;<5;20;6;139;16
Castilla y León;León;24136;Roperuelos del Páramo;15;<5;<5;<5;0;<5;7;0;<5;<5;8;<5
Castilla y León;León;24137;Sabero;41;<5;<5;10;0;6;23;<5;7;<5;30;<5
Castilla y León;León;24139;Sahagún;70;<5;<5;26;5;12;20;<5;6;7;47;6
Castilla y León;León;24141;San Adrián del Valle;<5;0;0;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;León;24142;San Andrés del Rabanedo;1594;46;204;360;60;295;629;17;110;100;1215;152
Castilla y León;León;24143;Sancedo;32;<5;<5;12;<5;<5;10;<5;7;0;23;0
Castilla y León;León;24144;San Cristóbal de la Polantera;27;0;5;10;0;5;7;<5;6;<5;18;0
Castilla y León;León;24145;San Emiliano;12;<5;0;7;0;<5;<5;0;<5;<5;8;<5
Castilla y León;León;24146;San Esteban de Nogales;5;0;0;<5;0;<5;<5;<5;0;<5;<5;<5
Castilla y León;León;24148;San Justo de la Vega;54;<5;9;11;<5;8;21;<5;6;<5;41;<5
Castilla y León;León;24149;San Millán de los Caballeros;<5;0;<5;0;0;0;0;0;0;0;<5;0
Castilla y León;León;24150;San Pedro Bercianos;8;0;0;6;0;<5;<5;<5;<5;0;<5;0
Castilla y León;León;24151;Santa Colomba de Curueño;10;0;<5;5;0;<5;<5;<5;0;<5;8;0
Castilla y León;León;24152;Santa Colomba de Somoza;30;<5;<5;18;0;<5;6;<5;<5;5;20;<5
Castilla y León;León;24153;Santa Cristina de Valmadrigal;7;<5;<5;<5;0;<5;<5;<5;0;0;5;<5
Castilla y León;León;24154;Santa Elena de Jamuz;50;0;7;11;<5;6;24;<5;5;6;34;<5
Castilla y León;León;24155;Santa María de la Isla;12;0;<5;5;0;<5;5;0;0;<5;10;0
Castilla y León;León;24156;Santa María del Monte de Cea;<5;0;0;<5;0;0;0;0;<5;0;<5;0
Castilla y León;León;24157;Santa María del Páramo;108;5;17;21;6;25;34;5;9;5;75;14
Castilla y León;León;24158;Santa María de Ordás;10;0;<5;<5;0;<5;5;0;<5;<5;8;0
Castilla y León;León;24159;Santa Marina del Rey;45;0;7;14;<5;10;12;0;5;<5;31;5
Castilla y León;León;24160;Santas Martas;33;<5;6;8;<5;<5;7;10;<5;<5;18;<5
Castilla y León;León;24161;Santiago Millas;10;0;<5;<5;0;<5;6;0;0;0;10;0
Castilla y León;León;24162;Santovenia de la Valdoncina;98;<5;12;26;<5;20;34;<5;6;<5;85;<5
Castilla y León;León;24163;Sariegos;179;<5;24;26;7;33;85;<5;13;<5;149;11
Castilla y León;León;24164;Sena de Luna;5;0;<5;<5;0;<5;<5;0;0;0;5;0
Castilla y León;León;24165;Sobrado;8;0;0;6;0;0;<5;0;<5;<5;<5;0
Castilla y León;León;24166;Soto de la Vega;57;<5;8;9;<5;13;22;<5;<5;0;45;7
Castilla y León;León;24167;Soto y Amío;28;<5;<5;11;0;<5;10;0;<5;<5;20;<5
Castilla y León;León;24168;Toral de los Guzmanes;9;<5;0;0;<5;<5;<5;<5;<5;0;5;<5
Castilla y León;León;24169;Toreno;120;0;17;33;9;30;31;<5;13;5;95;<5
Castilla y León;León;24170;Torre del Bierzo;81;<5;12;23;<5;13;28;<5;5;7;57;8
Castilla y León;León;24171;Trabadelo;9;0;0;5;0;0;<5;0;0;<5;7;0
Castilla y León;León;24172;Truchas;21;<5;<5;7;0;<5;11;<5;<5;<5;13;0
Castilla y León;León;24173;Turcia;39;0;7;9;<5;7;15;<5;5;0;27;<5
Castilla y León;León;24174;Urdiales del Páramo;19;<5;<5;<5;<5;<5;7;0;<5;<5;15;<5
Castilla y León;León;24175;Valdefresno;96;<5;13;29;5;19;27;<5;5;9;62;16
Castilla y León;León;24176;Valdefuentes del Páramo;<5;<5;<5;<5;0;0;<5;<5;0;<5;<5;0
Castilla y León;León;24177;Valdelugueros;10;0;<5;5;0;0;<5;0;0;<5;7;0
Castilla y León;León;24178;Valdemora;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;León;24179;Valdepiélago;8;<5;0;<5;0;0;<5;<5;0;0;7;0
Castilla y León;León;24180;Valdepolo;40;<5;8;13;0;<5;11;<5;<5;8;27;<5
Castilla y León;León;24181;Valderas;75;6;12;17;7;14;19;5;12;<5;28;28
Castilla y León;León;24182;Valderrey;14;0;<5;6;<5;0;<5;0;<5;<5;12;0
Castilla y León;León;24183;Valderrueda;24;0;<5;5;<5;6;10;<5;<5;<5;16;0
Castilla y León;León;24184;Valdesamario;11;<5;<5;<5;0;0;5;<5;0;0;10;0
Castilla y León;León;24185;Val de San Lorenzo;13;0;<5;<5;0;<5;8;0;<5;0;11;0
Castilla y León;León;24187;Valdevimbre;37;<5;5;10;0;7;14;<5;5;<5;22;<5
Castilla y León;León;24188;Valencia de Don Juan;219;10;34;45;7;45;78;11;26;6;159;17
Castilla y León;León;24189;Valverde de la Virgen;319;17;31;61;21;75;114;6;16;19;238;40
Castilla y León;León;24190;Valverde-Enrique;<5;0;0;<5;0;<5;<5;0;0;<5;<5;0
Castilla y León;León;24191;Vallecillo;<5;0;<5;<5;0;<5;<5;0;0;<5;<5;0
Castilla y León;León;24193;Vecilla, La;18;0;<5;<5;0;<5;9;0;<5;<5;14;<5
Castilla y León;León;24194;Vegacervera;6;0;<5;<5;0;0;<5;0;0;0;6;0
Castilla y León;León;24196;Vega de Espinareda;84;<5;15;16;<5;10;38;7;8;5;56;8
Castilla y León;León;24197;Vega de Infanzones;29;0;5;7;0;6;11;<5;<5;<5;24;0
Castilla y León;León;24198;Vega de Valcarce;24;0;<5;7;<5;5;9;0;<5;<5;21;0
Castilla y León;León;24199;Vegaquemada;19;<5;<5;7;0;<5;7;<5;<5;<5;10;<5
Castilla y León;León;24201;Vegas del Condado;39;<5;<5;18;<5;6;10;<5;<5;5;21;5
Castilla y León;León;24202;Villablino;336;13;42;50;7;64;160;7;23;17;263;26
Castilla y León;León;24203;Villabraz;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;León;24205;Villadangos del Páramo;47;<5;7;13;<5;11;12;0;<5;<5;38;7
Castilla y León;León;24206;Toral de los Vados;85;<5;<5;21;<5;18;38;6;10;8;56;5
Castilla y León;León;24207;Villademor de la Vega;13;0;<5;<5;<5;<5;5;<5;<5;<5;6;<5
Castilla y León;León;24209;Villafranca del Bierzo;96;5;7;36;<5;12;35;7;13;6;66;<5
Castilla y León;León;24210;Villagatón;13;0;<5;7;0;<5;<5;<5;<5;0;10;0
Castilla y León;León;24211;Villamandos;5;0;<5;<5;0;<5;<5;0;0;0;5;0
Castilla y León;León;24212;Villamañán;28;<5;<5;8;<5;<5;10;<5;<5;<5;17;6
Castilla y León;León;24213;Villamartín de Don Sancho;<5;0;<5;0;0;0;<5;0;0;0;<5;0
Castilla y León;León;24214;Villamejil;31;<5;<5;12;0;<5;13;<5;<5;<5;25;0
Castilla y León;León;24215;Villamol;5;<5;0;<5;0;0;<5;<5;0;0;<5;<5
Castilla y León;León;24216;Villamontán de la Valduerna;20;0;<5;7;<5;<5;7;<5;<5;<5;12;0
Castilla y León;León;24217;Villamoratiel de las Matas;<5;0;<5;<5;0;0;0;0;0;0;<5;<5
Castilla y León;León;24218;Villanueva de las Manzanas;21;<5;5;<5;<5;<5;7;0;0;<5;15;<5
Castilla y León;León;24219;Villaobispo de Otero;10;0;<5;<5;0;0;<5;0;<5;<5;6;0
Castilla y León;León;24221;Villaquejida;25;<5;<5;6;<5;8;5;<5;<5;<5;12;6
Castilla y León;León;24222;Villaquilambre;855;47;118;174;42;156;318;8;56;52;631;108
Castilla y León;León;24223;Villarejo de Órbigo;91;<5;11;21;<5;25;29;8;9;<5;62;8
Castilla y León;León;24224;Villares de Órbigo;15;0;5;<5;0;<5;6;<5;<5;<5;9;0
Castilla y León;León;24225;Villasabariego;42;<5;5;10;<5;10;11;<5;<5;<5;27;7
Castilla y León;León;24226;Villaselán;7;0;<5;<5;0;<5;<5;0;<5;0;5;0
Castilla y León;León;24227;Villaturiel;84;7;5;20;7;12;33;<5;6;10;54;10
Castilla y León;León;24228;Villazala;13;0;0;6;0;<5;6;0;<5;<5;8;<5
Castilla y León;León;24229;Villazanzo de Valderaduey;<5;0;0;<5;0;<5;<5;0;0;<5;<5;0
Castilla y León;León;24230;Zotes del Páramo;9;0;<5;<5;0;<5;<5;<5;<5;0;7;0
Castilla y León;León;24901;Villamanín;34;<5;5;10;<5;5;12;<5;<5;<5;24;<5
Castilla y León;León;24902;Villaornate y Castro;6;0;<5;<5;0;<5;<5;<5;<5;0;<5;0
Castilla y León;Palencia;34001;Abarca de Campos;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34003;Abia de las Torres;<5;0;<5;0;0;0;<5;0;<5;0;<5;0
Castilla y León;Palencia;34004;Aguilar de Campoo;261;6;38;45;<5;62;107;<5;25;12;203;17
Castilla y León;Palencia;34005;Alar del Rey;34;<5;5;10;<5;5;8;<5;<5;<5;20;7
Castilla y León;Palencia;34006;Alba de Cerrato;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Palencia;34009;Amayuelas de Arriba;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34010;Ampudia;16;0;<5;<5;<5;<5;10;<5;<5;<5;12;0
Castilla y León;Palencia;34011;Amusco;10;0;0;<5;0;<5;<5;0;<5;0;9;0
Castilla y León;Palencia;34012;Antigüedad;<5;0;0;<5;<5;0;0;0;0;0;<5;0
Castilla y León;Palencia;34015;Arconada;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34017;Astudillo;18;0;<5;8;<5;<5;6;<5;<5;<5;11;0
Castilla y León;Palencia;34018;Autilla del Pino;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Palencia;34019;Autillo de Campos;<5;0;0;0;0;0;<5;0;<5;0;<5;<5
Castilla y León;Palencia;34020;Ayuela;<5;0;0;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;Palencia;34022;Baltanás;30;0;<5;7;<5;6;13;0;5;<5;20;<5
Castilla y León;Palencia;34023;Venta de Baños;283;15;39;50;12;74;93;12;36;16;193;26
Castilla y León;Palencia;34024;Baquerín de Campos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34025;Bárcena de Campos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34027;Barruelo de Santullán;51;<5;7;18;<5;8;14;0;<5;<5;43;<5
Castilla y León;Palencia;34028;Báscones de Ojeda;<5;0;<5;0;0;0;0;0;<5;0;0;0
Castilla y León;Palencia;34029;Becerril de Campos;18;0;<5;<5;<5;<5;9;<5;<5;0;14;<5
Castilla y León;Palencia;34031;Belmonte de Campos;<5;0;<5;0;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34032;Berzosilla;<5;0;0;<5;<5;0;<5;<5;0;0;<5;0
Castilla y León;Palencia;34033;Boada de Campos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34034;Boadilla del Camino;5;0;0;<5;<5;<5;<5;0;0;0;<5;<5
Castilla y León;Palencia;34035;Boadilla de Rioseco;<5;0;<5;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Palencia;34036;Brañosera;9;0;0;<5;0;<5;<5;0;<5;0;7;0
Castilla y León;Palencia;34037;Buenavista de Valdavia;12;0;<5;5;0;<5;<5;<5;0;0;11;0
Castilla y León;Palencia;34038;Bustillo de la Vega;<5;0;0;<5;0;<5;0;<5;0;0;<5;0
Castilla y León;Palencia;34039;Bustillo del Páramo de Carrión;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34041;Calahorra de Boedo;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34042;Calzada de los Molinos;8;0;<5;<5;0;0;<5;<5;0;0;7;0
Castilla y León;Palencia;34045;Capillas;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34046;Cardeñosa de Volpejera;<5;0;<5;0;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34047;Carrión de los Condes;64;<5;10;12;<5;14;22;<5;<5;<5;54;5
Castilla y León;Palencia;34048;Castil de Vela;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34049;Castrejón de la Peña;7;0;<5;<5;0;<5;<5;<5;0;0;5;0
Castilla y León;Palencia;34050;Castrillo de Don Juan;<5;0;0;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;Palencia;34051;Castrillo de Onielo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34052;Castrillo de Villavega;5;0;<5;0;0;<5;<5;0;0;0;5;0
Castilla y León;Palencia;34053;Castromocho;<5;0;0;<5;0;<5;0;0;0;0;<5;0
Castilla y León;Palencia;34055;Cervatos de la Cueza;<5;0;0;<5;0;<5;<5;0;0;0;<5;0
Castilla y León;Palencia;34056;Cervera de Pisuerga;58;<5;5;16;<5;9;23;<5;<5;<5;48;<5
Castilla y León;Palencia;34057;Cevico de la Torre;10;0;<5;<5;0;<5;<5;0;<5;<5;7;<5
Castilla y León;Palencia;34058;Cevico Navero;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34059;Cisneros;13;<5;<5;<5;0;0;6;<5;<5;0;9;<5
Castilla y León;Palencia;34060;Cobos de Cerrato;<5;0;<5;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34061;Collazos de Boedo;<5;0;0;0;0;<5;0;0;<5;0;0;0
Castilla y León;Palencia;34062;Congosto de Valdavia;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34063;Cordovilla la Real;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34066;Cubillas de Cerrato;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34067;Dehesa de Montejo;<5;0;<5;<5;0;0;0;0;<5;0;<5;0
Castilla y León;Palencia;34068;Dehesa de Romanos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34069;Dueñas;81;<5;12;16;<5;12;38;<5;10;9;58;<5
Castilla y León;Palencia;34070;Espinosa de Cerrato;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34071;Espinosa de Villagonzalo;6;0;<5;<5;0;<5;<5;0;<5;0;5;0
Castilla y León;Palencia;34072;Frechilla;5;0;<5;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Palencia;34073;Fresno del Río;<5;0;0;<5;<5;0;0;0;0;0;<5;0
Castilla y León;Palencia;34074;Frómista;14;<5;<5;6;0;<5;5;0;<5;<5;12;0
Castilla y León;Palencia;34076;Fuentes de Nava;12;0;<5;5;<5;<5;<5;0;0;<5;8;<5
Castilla y León;Palencia;34077;Fuentes de Valdepero;21;<5;<5;<5;<5;7;<5;0;<5;0;15;<5
Castilla y León;Palencia;34079;Grijota;86;<5;5;17;<5;24;33;6;7;5;62;6
Castilla y León;Palencia;34080;Guardo;320;13;53;55;12;66;121;11;28;21;224;36
Castilla y León;Palencia;34081;Guaza de Campos;<5;<5;0;0;0;0;<5;<5;0;0;<5;0
Castilla y León;Palencia;34082;Hérmedes de Cerrato;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34083;Herrera de Pisuerga;75;<5;10;19;<5;13;28;<5;12;<5;50;10
Castilla y León;Palencia;34084;Herrera de Valdecañas;5;0;0;<5;0;0;<5;0;0;0;5;0
Castilla y León;Palencia;34086;Hontoria de Cerrato;<5;0;0;<5;0;<5;<5;<5;0;<5;<5;0
Castilla y León;Palencia;34087;Hornillos de Cerrato;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;Palencia;34088;Husillos;10;0;<5;<5;<5;<5;<5;0;0;<5;9;0
Castilla y León;Palencia;34089;Itero de la Vega;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34091;Lagartos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34092;Lantadilla;9;0;<5;5;0;0;<5;0;<5;<5;<5;<5
Castilla y León;Palencia;34093;Vid de Ojeda, La;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34094;Ledigos;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34096;Lomas;<5;0;<5;0;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34098;Magaz de Pisuerga;45;<5;6;14;0;9;15;0;5;<5;31;5
Castilla y León;Palencia;34099;Manquillos;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34100;Mantinos;<5;0;<5;0;0;0;<5;0;<5;0;<5;0
Castilla y León;Palencia;34101;Marcilla de Campos;<5;0;<5;0;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34102;Mazariegos;<5;0;0;<5;0;<5;0;0;0;0;<5;0
Castilla y León;Palencia;34103;Mazuecos de Valdeginate;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34104;Melgar de Yuso;<5;0;0;0;0;<5;<5;0;<5;0;<5;0
Castilla y León;Palencia;34106;Meneses de Campos;<5;0;<5;0;<5;<5;0;0;0;0;<5;0
Castilla y León;Palencia;34107;Micieces de Ojeda;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34108;Monzón de Campos;41;<5;11;5;0;12;9;20;0;0;13;8
Castilla y León;Palencia;34109;Moratinos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34110;Mudá;<5;0;<5;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34112;Nogal de las Huertas;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34113;Olea de Boedo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34114;Olmos de Ojeda;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34116;Osornillo;<5;0;0;<5;0;0;0;0;<5;0;0;0
Castilla y León;Palencia;34120;Palencia;3374;146;452;689;170;761;1156;209;245;142;2377;401
Castilla y León;Palencia;34121;Palenzuela;<5;0;0;<5;<5;0;0;<5;0;0;0;<5
Castilla y León;Palencia;34122;Páramo de Boedo;<5;0;0;<5;0;0;0;0;<5;0;0;0
Castilla y León;Palencia;34123;Paredes de Nava;80;7;10;16;8;19;20;5;5;<5;56;10
Castilla y León;Palencia;34124;Payo de Ojeda;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34125;Pedraza de Campos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34126;Pedrosa de la Vega;<5;0;0;<5;0;0;<5;<5;0;<5;<5;0
Castilla y León;Palencia;34127;Perales;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34129;Pino del Río;<5;0;0;<5;0;<5;<5;0;0;0;<5;0
Castilla y León;Palencia;34130;Piña de Campos;<5;0;<5;<5;0;<5;0;0;<5;0;<5;0
Castilla y León;Palencia;34131;Población de Arroyo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34132;Población de Campos;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
Castilla y León;Palencia;34133;Población de Cerrato;<5;0;0;<5;0;<5;<5;<5;0;<5;<5;<5
Castilla y León;Palencia;34134;Polentinos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34135;Pomar de Valdivia;9;<5;<5;<5;0;0;<5;0;<5;0;7;0
Castilla y León;Palencia;34136;Poza de la Vega;5;0;0;<5;0;0;<5;<5;0;0;<5;<5
Castilla y León;Palencia;34137;Pozo de Urama;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34139;Prádanos de Ojeda;12;0;<5;<5;<5;<5;<5;<5;<5;0;6;<5
Castilla y León;Palencia;34140;Puebla de Valdavia, La;<5;0;0;<5;<5;0;0;0;0;0;<5;0
Castilla y León;Palencia;34141;Quintana del Puente;6;0;<5;0;0;<5;<5;<5;0;0;<5;<5
Castilla y León;Palencia;34143;Quintanilla de Onsoña;<5;0;0;<5;0;<5;<5;0;<5;0;<5;0
Castilla y León;Palencia;34146;Reinoso de Cerrato;<5;0;<5;<5;0;0;0;<5;0;0;<5;0
Castilla y León;Palencia;34147;Renedo de la Vega;<5;<5;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34149;Requena de Campos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34151;Respenda de la Peña;5;0;<5;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Palencia;34152;Revenga de Campos;6;<5;0;<5;0;<5;<5;<5;0;0;<5;<5
Castilla y León;Palencia;34154;Revilla de Collazos;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Palencia;34155;Ribas de Campos;<5;0;<5;0;0;<5;<5;0;<5;0;<5;<5
Castilla y León;Palencia;34156;Riberos de la Cueza;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34157;Saldaña;97;<5;16;22;<5;18;37;8;8;0;71;10
Castilla y León;Palencia;34158;Salinas de Pisuerga;11;0;<5;<5;0;<5;<5;<5;0;0;10;0
Castilla y León;Palencia;34159;San Cebrián de Campos;7;<5;0;<5;<5;<5;<5;<5;0;0;<5;<5
Castilla y León;Palencia;34160;San Cebrián de Mudá;<5;0;0;0;<5;<5;<5;0;0;0;<5;0
Castilla y León;Palencia;34161;San Cristóbal de Boedo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34163;San Mamés de Campos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34165;San Román de la Cuba;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34167;Santa Cecilia del Alcor;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34168;Santa Cruz de Boedo;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34169;Santervás de la Vega;17;0;<5;<5;0;<5;11;0;<5;0;14;0
Castilla y León;Palencia;34170;Santibáñez de Ecla;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34171;Santibáñez de la Peña;34;<5;6;7;<5;<5;12;<5;<5;9;17;5
Castilla y León;Palencia;34174;Santoyo;<5;<5;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34175;Serna, La;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34176;Sotobañado y Priorato;5;0;<5;<5;0;<5;0;0;0;0;<5;<5
Castilla y León;Palencia;34177;Soto de Cerrato;<5;0;<5;0;0;<5;<5;<5;0;0;<5;0
Castilla y León;Palencia;34178;Tabanera de Cerrato;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Palencia;34179;Tabanera de Valdavia;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Palencia;34180;Támara de Campos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34181;Tariego de Cerrato;25;<5;<5;<5;0;11;9;<5;<5;0;22;<5
Castilla y León;Palencia;34182;Torquemada;70;8;14;13;7;13;15;17;<5;0;32;17
Castilla y León;Palencia;34184;Torremormojón;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34185;Triollo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34186;Valbuena de Pisuerga;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34189;Valdeolmillos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34190;Valderrábano;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34192;Valde-Ucieza;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34196;Valle de Cerrato;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34199;Velilla del Río Carrión;40;0;8;13;<5;<5;14;<5;<5;14;22;0
Castilla y León;Palencia;34201;Vertavillo;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34202;Villabasta de Valdavia;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34204;Villacidaler;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34205;Villaconancio;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34206;Villada;16;<5;<5;<5;0;6;<5;0;<5;<5;13;0
Castilla y León;Palencia;34208;Villaeles de Valdavia;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34210;Villahán;<5;0;<5;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Palencia;34211;Villaherreros;<5;<5;<5;<5;0;<5;0;0;0;0;<5;<5
Castilla y León;Palencia;34213;Villalaco;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34214;Villalba de Guardo;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;Palencia;34215;Villalcázar de Sirga;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;Palencia;34216;Villalcón;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;34217;Villalobón;62;<5;6;9;<5;17;24;<5;6;<5;50;<5
Castilla y León;Palencia;34218;Villaluenga de la Vega;15;0;<5;<5;0;<5;6;0;<5;<5;9;<5
Castilla y León;Palencia;34220;Villamartín de Campos;5;<5;0;<5;0;<5;0;0;0;<5;<5;0
Castilla y León;Palencia;34221;Villamediana;<5;0;<5;0;0;0;<5;0;<5;<5;<5;0
Castilla y León;Palencia;34222;Villameriel;5;0;<5;<5;0;<5;<5;0;0;0;5;0
Castilla y León;Palencia;34223;Villamoronta;<5;0;0;<5;0;<5;0;0;<5;0;<5;<5
Castilla y León;Palencia;34224;Villamuera de la Cueza;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Palencia;34225;Villamuriel de Cerrato;232;12;24;33;10;57;96;<5;17;<5;183;24
Castilla y León;Palencia;34227;Villanueva del Rebollar;0;0;0;0;0;0;0;0;0;0;0;0
