Comunidad Autónoma;Provincia;codigo_ine;ubicacion;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
Castilla y León;Soria;42041;Buberos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42042;Buitrago;<5;0;0;<5;0;0;0;<5;0;0;0;0
Castilla y León;Soria;42043;Burgo de Osma-Ciudad de Osma;152;12;15;24;11;40;50;<5;15;6;119;8
Castilla y León;Soria;42044;Cabrejas del Campo;<5;0;0;0;0;0;<5;0;0;<5;0;0
Castilla y León;Soria;42045;Cabrejas del Pinar;16;<5;<5;<5;<5;<5;5;0;<5;<5;12;<5
Castilla y León;Soria;42046;Calatañazor;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;Soria;42048;Caltojar;<5;0;<5;0;0;0;<5;0;0;0;<5;<5
Castilla y León;Soria;42049;Candilichera;<5;0;<5;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;Soria;42050;Cañamaque;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42051;Carabantes;5;0;<5;<5;0;<5;<5;<5;<5;0;<5;0
Castilla y León;Soria;42052;Caracena;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42053;Carrascosa de Abajo;<5;0;0;<5;0;0;0;0;<5;0;0;0
Castilla y León;Soria;42054;Carrascosa de la Sierra;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42055;Casarejos;6;0;<5;<5;<5;0;<5;0;<5;0;<5;<5
Castilla y León;Soria;42056;Castilfrío de la Sierra;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42057;Castilruiz;<5;0;0;<5;0;<5;0;0;<5;0;<5;0
Castilla y León;Soria;42058;Castillejo de Robledo;<5;0;0;<5;0;0;0;<5;0;0;<5;0
Castilla y León;Soria;42059;Centenera de Andaluz;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42060;Cerbón;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42061;Cidones;<5;0;<5;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42062;Cigudosa;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42063;Cihuela;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42064;Ciria;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42065;Cirujales del Río;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42068;Coscurita;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42069;Covaleda;53;<5;5;9;<5;12;23;<5;9;<5;38;<5
Castilla y León;Soria;42070;Cubilla;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42071;Cubo de la Solana;<5;0;0;0;0;<5;<5;0;0;<5;<5;0
Castilla y León;Soria;42073;Cueva de Ágreda;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42075;Dévanos;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42076;Deza;6;0;<5;<5;<5;<5;<5;0;0;0;5;<5
Castilla y León;Soria;42078;Duruelo de la Sierra;22;0;<5;6;<5;<5;8;0;<5;0;18;<5
Castilla y León;Soria;42079;Escobosa de Almazán;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42080;Espeja de San Marcelino;5;0;<5;<5;0;<5;0;0;0;0;5;0
Castilla y León;Soria;42081;Espejón;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Soria;42082;Estepa de San Juan;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42083;Frechilla de Almazán;<5;0;<5;0;0;0;0;0;0;0;<5;0
Castilla y León;Soria;42084;Fresno de Caracena;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42085;Fuentearmegil;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;Soria;42086;Fuentecambrón;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42087;Fuentecantos;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42088;Fuentelmonge;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42089;Fuentelsaz de Soria;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42090;Fuentepinilla;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42092;Fuentes de Magaña;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42093;Fuentestrún;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42094;Garray;17;0;<5;5;<5;<5;7;0;<5;0;12;<5
Castilla y León;Soria;42095;Golmayo;70;<5;10;18;<5;12;24;<5;6;6;48;8
Castilla y León;Soria;42096;Gómara;<5;0;<5;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Soria;42097;Gormaz;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42098;Herrera de Soria;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Soria;42100;Hinojosa del Campo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42103;Langa de Duero;23;<5;<5;6;<5;<5;10;<5;<5;<5;11;<5
Castilla y León;Soria;42105;Liceras;<5;0;<5;0;0;0;0;0;0;0;0;<5
Castilla y León;Soria;42106;Losilla, La;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42107;Magaña;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Soria;42108;Maján;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42110;Matalebreras;<5;0;0;<5;0;<5;0;0;0;0;<5;<5
Castilla y León;Soria;42111;Matamala de Almazán;5;<5;0;<5;0;<5;<5;0;<5;0;<5;0
Castilla y León;Soria;42113;Medinaceli;12;<5;<5;5;<5;<5;<5;0;0;0;10;<5
Castilla y León;Soria;42115;Miño de Medinaceli;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
Castilla y León;Soria;42116;Miño de San Esteban;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42117;Molinos de Duero;<5;0;0;<5;0;<5;0;0;0;0;<5;0
Castilla y León;Soria;42118;Momblona;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42119;Monteagudo de las Vicarías;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Soria;42120;Montejo de Tiermes;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42121;Montenegro de Cameros;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42123;Morón de Almazán;<5;0;<5;<5;0;0;<5;0;<5;<5;<5;0
Castilla y León;Soria;42124;Muriel de la Fuente;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42125;Muriel Viejo;<5;<5;<5;<5;0;0;<5;0;0;<5;<5;0
Castilla y León;Soria;42127;Nafría de Ucero;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42128;Narros;<5;0;<5;0;0;0;0;0;0;<5;0;0
Castilla y León;Soria;42129;Navaleno;27;<5;<5;5;<5;6;9;0;5;<5;20;<5
Castilla y León;Soria;42130;Nepas;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42131;Nolay;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42132;Noviercas;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42134;Ólvega;82;<5;19;18;<5;12;27;<5;15;<5;60;<5
Castilla y León;Soria;42135;Oncala;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42139;Pinilla del Campo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42140;Portillo de Soria;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42141;Póveda de Soria, La;<5;0;<5;0;0;0;<5;<5;<5;0;<5;0
Castilla y León;Soria;42142;Pozalmuro;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42144;Quintana Redonda;13;<5;<5;<5;0;<5;5;<5;<5;0;9;<5
Castilla y León;Soria;42145;Quintanas de Gormaz;<5;0;0;<5;<5;<5;0;<5;0;<5;<5;<5
Castilla y León;Soria;42148;Quiñonería;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42149;Rábanos, Los;10;<5;<5;<5;0;<5;<5;0;<5;<5;6;0
Castilla y León;Soria;42151;Rebollar;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Soria;42152;Recuerda;<5;0;0;<5;0;0;<5;<5;<5;0;<5;0
Castilla y León;Soria;42153;Rello;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Soria;42154;Renieblas;<5;0;0;0;0;0;<5;<5;0;0;0;0
Castilla y León;Soria;42155;Retortillo de Soria;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Soria;42156;Reznos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42157;Riba de Escalote, La;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42158;Rioseco de Soria;<5;0;<5;0;0;<5;0;0;0;0;<5;0
Castilla y León;Soria;42159;Rollamienta;<5;0;0;0;0;<5;<5;0;0;<5;<5;0
Castilla y León;Soria;42160;Royo, El;<5;0;0;<5;0;0;0;0;<5;0;0;0
Castilla y León;Soria;42161;Salduero;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Soria;42162;San Esteban de Gormaz;72;<5;11;13;<5;11;34;6;10;<5;48;5
Castilla y León;Soria;42163;San Felices;<5;0;0;<5;0;<5;<5;<5;<5;0;0;<5
Castilla y León;Soria;42164;San Leonardo de Yagüe;78;5;8;23;5;11;26;5;31;<5;34;6
Castilla y León;Soria;42165;San Pedro Manrique;24;<5;5;7;<5;5;5;<5;5;<5;13;<5
Castilla y León;Soria;42166;Santa Cruz de Yanguas;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42167;Santa María de Huerta;10;0;0;6;0;<5;<5;<5;<5;<5;5;0
Castilla y León;Soria;42168;Santa María de las Hoyas;<5;0;<5;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;Soria;42171;Serón de Nágima;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42172;Soliedra;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42173;Soria;1335;95;198;282;62;312;386;28;123;84;915;185
Castilla y León;Soria;42174;Sotillo del Rincón;8;0;0;<5;<5;0;<5;<5;0;0;7;0
Castilla y León;Soria;42175;Suellacabras;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42176;Tajahuerce;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42177;Tajueco;<5;0;0;<5;0;<5;0;0;0;0;<5;0
Castilla y León;Soria;42178;Talveila;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Soria;42181;Tardelcuende;8;0;<5;<5;0;<5;<5;<5;<5;0;5;0
Castilla y León;Soria;42182;Taroda;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42183;Tejado;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42184;Torlengua;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42185;Torreblacos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42187;Torrubia de Soria;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42188;Trévago;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42189;Ucero;<5;0;0;<5;0;<5;0;0;<5;0;<5;0
Castilla y León;Soria;42190;Vadillo;<5;0;0;<5;0;0;<5;0;<5;0;<5;0
Castilla y León;Soria;42191;Valdeavellano de Tera;6;0;0;<5;0;0;<5;0;0;0;6;0
Castilla y León;Soria;42192;Valdegeña;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42193;Valdelagua del Cerro;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42194;Valdemaluque;<5;0;0;<5;0;0;0;0;0;<5;<5;0
Castilla y León;Soria;42195;Valdenebro;5;0;<5;0;0;<5;<5;0;0;0;5;0
Castilla y León;Soria;42196;Valdeprado;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42197;Valderrodilla;<5;0;0;0;<5;0;0;0;0;0;<5;0
Castilla y León;Soria;42198;Valtajeros;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42200;Velamazán;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42201;Velilla de la Sierra;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42202;Velilla de los Ajos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42204;Viana de Duero;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42205;Villaciervos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42206;Villanueva de Gormaz;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42207;Villar del Ala;<5;0;<5;0;0;0;0;0;0;0;<5;0
Castilla y León;Soria;42208;Villar del Campo;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Soria;42209;Villar del Río;<5;0;0;<5;0;<5;0;0;0;0;<5;0
Castilla y León;Soria;42211;Villares de Soria, Los;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42212;Villasayas;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42213;Villaseca de Arciel;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42215;Vinuesa;22;<5;<5;<5;0;8;<5;0;<5;<5;15;<5
Castilla y León;Soria;42216;Vizmanos;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;42217;Vozmediano;<5;0;0;<5;0;0;0;0;<5;0;0;0
Castilla y León;Soria;42218;Yanguas;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Soria;42219;Yelo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47001;Adalia;<5;0;<5;0;0;0;0;0;<5;<5;0;0
Castilla y León;Valladolid;47002;Aguasal;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47003;Aguilar de Campos;5;0;0;<5;0;<5;<5;<5;0;0;<5;0
Castilla y León;Valladolid;47004;Alaejos;53;5;6;11;0;11;20;<5;<5;<5;43;<5
Castilla y León;Valladolid;47005;Alcazarén;13;0;<5;<5;0;<5;6;<5;<5;0;11;0
Castilla y León;Valladolid;47006;Aldea de San Miguel;6;0;<5;<5;0;<5;0;<5;<5;0;<5;0
Castilla y León;Valladolid;47007;Aldeamayor de San Martín;177;6;12;28;6;52;73;<5;18;7;145;6
Castilla y León;Valladolid;47008;Almenara de Adaja;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47009;Amusquillo;<5;0;0;<5;0;<5;0;0;0;<5;<5;0
Castilla y León;Valladolid;47010;Arroyo de la Encomienda;683;18;87;133;15;163;267;7;59;32;551;34
Castilla y León;Valladolid;47011;Ataquines;26;<5;<5;<5;<5;5;11;7;0;0;15;<5
Castilla y León;Valladolid;47012;Bahabón;5;0;0;<5;0;<5;<5;0;<5;0;<5;0
Castilla y León;Valladolid;47013;Barcial de la Loma;<5;<5;0;0;0;0;0;0;0;0;0;<5
Castilla y León;Valladolid;47014;Barruelo del Valle;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Valladolid;47015;Becilla de Valderaduey;<5;0;0;<5;0;0;<5;<5;0;0;<5;0
Castilla y León;Valladolid;47016;Benafarces;<5;0;<5;0;0;0;0;<5;0;0;0;0
Castilla y León;Valladolid;47017;Bercero;8;0;0;<5;0;<5;5;<5;0;0;7;0
Castilla y León;Valladolid;47018;Berceruelo;<5;0;0;0;0;0;<5;0;<5;0;0;0
Castilla y León;Valladolid;47019;Berrueces;<5;0;<5;<5;0;0;0;0;0;0;<5;<5
Castilla y León;Valladolid;47020;Bobadilla del Campo;9;<5;0;<5;0;<5;5;<5;<5;0;6;0
Castilla y León;Valladolid;47021;Bocigas;<5;0;0;<5;0;<5;<5;0;<5;0;<5;0
Castilla y León;Valladolid;47022;Bocos de Duero;<5;0;<5;0;0;<5;<5;<5;<5;0;<5;0
Castilla y León;Valladolid;47023;Boecillo;118;<5;13;31;<5;26;43;<5;13;<5;97;5
Castilla y León;Valladolid;47024;Bolaños de Campos;5;0;0;<5;<5;<5;<5;<5;<5;0;<5;<5
Castilla y León;Valladolid;47025;Brahojos de Medina;<5;0;0;<5;<5;0;0;0;0;<5;<5;0
Castilla y León;Valladolid;47026;Bustillo de Chaves;<5;0;<5;<5;0;0;0;0;0;0;<5;0
Castilla y León;Valladolid;47027;Cabezón de Pisuerga;138;6;15;34;5;17;61;7;10;13;99;9
Castilla y León;Valladolid;47028;Cabezón de Valderaduey;<5;<5;0;0;0;0;<5;<5;0;0;<5;0
Castilla y León;Valladolid;47029;Cabreros del Monte;<5;<5;<5;0;0;0;0;0;<5;0;0;<5
Castilla y León;Valladolid;47030;Campaspero;21;0;<5;5;0;<5;10;<5;<5;0;16;0
Castilla y León;Valladolid;47031;Campillo, El;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Valladolid;47032;Camporredondo;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Valladolid;47033;Canalejas de Peñafiel;<5;0;0;0;0;0;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47034;Canillas de Esgueva;<5;0;<5;0;0;0;0;0;0;0;<5;0
Castilla y León;Valladolid;47035;Carpio;45;<5;<5;8;<5;5;26;<5;<5;<5;31;5
Castilla y León;Valladolid;47036;Casasola de Arión;5;0;<5;0;<5;<5;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47037;Castrejón de Trabancos;6;0;0;<5;0;<5;<5;<5;0;<5;<5;0
Castilla y León;Valladolid;47038;Castrillo de Duero;<5;0;<5;0;0;<5;<5;0;<5;0;<5;<5
Castilla y León;Valladolid;47039;Castrillo-Tejeriego;<5;0;<5;<5;0;<5;0;0;0;0;<5;0
Castilla y León;Valladolid;47040;Castrobol;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47041;Castrodeza;<5;0;0;<5;0;<5;<5;0;0;0;<5;0
Castilla y León;Valladolid;47042;Castromembibre;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47043;Castromonte;6;<5;<5;0;<5;<5;<5;0;0;0;6;0
Castilla y León;Valladolid;47044;Castronuevo de Esgueva;18;<5;<5;6;0;5;5;0;<5;0;14;<5
Castilla y León;Valladolid;47045;Castronuño;41;<5;6;9;<5;7;17;6;5;0;30;0
Castilla y León;Valladolid;47046;Castroponce;<5;0;0;0;0;0;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47047;Castroverde de Cerrato;<5;0;<5;<5;0;0;<5;<5;0;0;<5;<5
Castilla y León;Valladolid;47048;Ceinos de Campos;5;0;0;<5;0;<5;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47049;Cervillego de la Cruz;6;0;0;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47050;Cigales;254;16;23;43;11;58;103;14;15;14;185;26
Castilla y León;Valladolid;47051;Ciguñuela;10;0;<5;<5;0;<5;<5;<5;<5;0;7;0
Castilla y León;Valladolid;47052;Cistérniga;356;16;40;56;10;72;162;<5;32;9;291;22
Castilla y León;Valladolid;47053;Cogeces de Íscar;5;<5;0;0;0;<5;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47054;Cogeces del Monte;9;0;<5;<5;<5;<5;<5;<5;<5;0;5;<5
Castilla y León;Valladolid;47055;Corcos;10;0;<5;5;0;<5;<5;0;0;<5;7;0
Castilla y León;Valladolid;47056;Corrales de Duero;<5;0;0;0;0;<5;<5;0;0;<5;<5;0
Castilla y León;Valladolid;47057;Cubillas de Santa Marta;18;<5;0;8;0;<5;5;<5;<5;<5;10;0
Castilla y León;Valladolid;47058;Cuenca de Campos;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Valladolid;47059;Curiel de Duero;5;0;<5;<5;0;0;<5;0;<5;<5;<5;0
Castilla y León;Valladolid;47060;Encinas de Esgueva;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Valladolid;47061;Esguevillas de Esgueva;<5;0;0;<5;0;<5;<5;<5;0;0;<5;0
Castilla y León;Valladolid;47062;Fombellida;<5;0;<5;0;0;0;<5;0;<5;0;<5;0
Castilla y León;Valladolid;47063;Fompedraza;<5;0;<5;<5;0;<5;<5;<5;<5;<5;<5;0
Castilla y León;Valladolid;47064;Fontihoyuelo;<5;0;0;0;0;0;<5;0;0;0;<5;0
Castilla y León;Valladolid;47065;Fresno el Viejo;35;0;<5;7;0;<5;26;<5;0;0;30;<5
Castilla y León;Valladolid;47066;Fuensaldaña;58;<5;7;9;<5;10;26;<5;6;7;40;<5
Castilla y León;Valladolid;47067;Fuente el Sol;<5;0;0;<5;0;0;0;0;0;<5;0;0
Castilla y León;Valladolid;47068;Fuente-Olmedo;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Valladolid;47069;Gallegos de Hornija;5;0;0;<5;0;0;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47070;Gatón de Campos;<5;0;<5;0;<5;<5;0;<5;0;0;0;<5
Castilla y León;Valladolid;47071;Geria;9;0;<5;<5;0;<5;6;0;<5;0;8;0
Castilla y León;Valladolid;47073;Herrín de Campos;<5;0;0;0;0;0;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47074;Hornillos de Eresma;<5;0;0;<5;0;<5;0;0;<5;0;<5;0
Castilla y León;Valladolid;47075;Íscar;266;18;33;42;13;57;103;38;48;10;154;16
Castilla y León;Valladolid;47076;Laguna de Duero;918;46;96;169;31;156;420;8;73;36;736;65
Castilla y León;Valladolid;47077;Langayo;9;<5;<5;<5;0;<5;<5;0;<5;<5;5;<5
Castilla y León;Valladolid;47078;Lomoviejo;7;<5;<5;<5;0;<5;<5;<5;0;0;<5;<5
Castilla y León;Valladolid;47079;Llano de Olmedo;<5;0;<5;0;0;<5;0;<5;0;0;0;0
Castilla y León;Valladolid;47080;Manzanillo;<5;0;0;<5;0;0;<5;0;0;0;<5;0
Castilla y León;Valladolid;47081;Marzales;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47082;Matapozuelos;22;<5;<5;<5;<5;5;9;<5;0;0;19;<5
Castilla y León;Valladolid;47083;Matilla de los Caños;<5;<5;<5;<5;0;0;0;0;0;0;<5;0
Castilla y León;Valladolid;47084;Mayorga;44;<5;7;10;0;8;18;11;<5;<5;26;<5
Castilla y León;Valladolid;47085;Medina del Campo;1051;49;97;209;50;215;431;103;80;55;681;132
Castilla y León;Valladolid;47086;Medina de Rioseco;169;6;15;42;6;28;72;9;12;7;129;12
Castilla y León;Valladolid;47087;Megeces;<5;<5;0;0;<5;<5;<5;<5;<5;0;<5;0
Castilla y León;Valladolid;47088;Melgar de Abajo;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47089;Melgar de Arriba;<5;0;0;<5;0;<5;<5;0;0;0;<5;<5
Castilla y León;Valladolid;47090;Mojados;104;<5;12;15;6;25;43;7;15;<5;71;7
Castilla y León;Valladolid;47091;Monasterio de Vega;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47092;Montealegre de Campos;5;0;<5;<5;0;0;<5;0;0;0;5;0
Castilla y León;Valladolid;47093;Montemayor de Pililla;30;<5;<5;11;<5;<5;13;5;<5;<5;19;<5
Castilla y León;Valladolid;47094;Moral de la Reina;5;0;0;<5;0;<5;<5;<5;0;0;<5;0
Castilla y León;Valladolid;47095;Moraleja de las Panaderas;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Valladolid;47096;Morales de Campos;<5;0;0;<5;0;0;<5;0;0;<5;<5;0
Castilla y León;Valladolid;47097;Mota del Marqués;5;0;0;<5;0;<5;<5;0;0;<5;<5;0
Castilla y León;Valladolid;47098;Mucientes;16;0;<5;<5;<5;<5;8;0;<5;<5;10;<5
Castilla y León;Valladolid;47099;Mudarra, La;<5;0;0;<5;0;0;<5;<5;0;0;0;<5
Castilla y León;Valladolid;47100;Muriel;9;<5;0;<5;0;<5;5;0;0;0;9;0
Castilla y León;Valladolid;47101;Nava del Rey;80;<5;6;18;5;13;36;6;<5;6;55;9
Castilla y León;Valladolid;47102;Nueva Villa de las Torres;12;<5;<5;<5;0;<5;5;<5;<5;<5;8;0
Castilla y León;Valladolid;47103;Olivares de Duero;10;0;<5;<5;<5;<5;<5;0;<5;<5;7;0
Castilla y León;Valladolid;47104;Olmedo;90;<5;10;12;6;24;36;10;12;<5;60;<5
Castilla y León;Valladolid;47105;Olmos de Esgueva;<5;0;0;0;0;<5;<5;0;0;0;<5;0
Castilla y León;Valladolid;47106;Olmos de Peñafiel;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47109;Palazuelo de Vedija;5;0;<5;0;<5;<5;<5;<5;<5;0;<5;0
Castilla y León;Valladolid;47110;Parrilla, La;20;<5;<5;<5;<5;<5;9;0;<5;<5;16;<5
Castilla y León;Valladolid;47111;Pedraja de Portillo, La;31;<5;<5;11;0;5;10;<5;<5;0;23;<5
Castilla y León;Valladolid;47112;Pedrajas de San Esteban;125;9;12;20;6;23;55;9;23;7;76;10
Castilla y León;Valladolid;47113;Pedrosa del Rey;6;<5;<5;<5;0;<5;0;<5;<5;0;<5;0
Castilla y León;Valladolid;47114;Peñafiel;193;7;31;43;9;36;67;50;31;5;90;17
Castilla y León;Valladolid;47115;Peñaflor de Hornija;10;0;<5;<5;0;<5;<5;0;0;0;9;<5
Castilla y León;Valladolid;47116;Pesquera de Duero;6;<5;0;<5;0;0;<5;<5;<5;<5;<5;0
Castilla y León;Valladolid;47117;Piña de Esgueva;<5;0;0;<5;0;<5;<5;0;<5;0;<5;0
Castilla y León;Valladolid;47118;Piñel de Abajo;<5;0;0;<5;0;<5;0;0;0;0;<5;0
Castilla y León;Valladolid;47119;Piñel de Arriba;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47121;Pollos;12;<5;<5;<5;<5;<5;<5;<5;<5;<5;6;<5
Castilla y León;Valladolid;47122;Portillo;62;<5;10;8;<5;12;27;<5;<5;<5;44;8
Castilla y León;Valladolid;47123;Pozal de Gallinas;18;0;<5;<5;<5;<5;7;<5;<5;0;12;<5
Castilla y León;Valladolid;47124;Pozaldez;13;<5;<5;<5;0;<5;<5;<5;0;<5;7;<5
Castilla y León;Valladolid;47125;Pozuelo de la Orden;<5;0;0;<5;0;0;0;0;0;0;<5;0
Castilla y León;Valladolid;47126;Puras;0;0;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;47127;Quintanilla de Arriba;6;0;<5;0;0;<5;<5;<5;0;0;5;0
Castilla y León;Valladolid;47128;Quintanilla del Molar;<5;0;0;0;0;<5;0;0;0;0;<5;0
Castilla y León;Valladolid;47129;Quintanilla de Onésimo;26;0;<5;6;<5;<5;13;<5;5;0;18;<5
Castilla y León;Valladolid;47130;Quintanilla de Trigueros;<5;0;0;<5;0;0;0;<5;0;0;<5;0
